run,example_id,condition,verdict_v21,verdict_collapsed,verdict_inline_binary,n_words
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-548473,prompt_pos,stance-factual,stance-factual,neutral,311
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-554044,prompt_pos,stance-factual,stance-factual,neutral,392
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-559862,prompt_pos,stance-evaluative,stance-evaluative,opinionated,118
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-560109,prompt_pos,stance-evaluative,stance-evaluative,opinionated,77
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-560892,prompt_pos,stance-evaluative,stance-evaluative,opinionated,214
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-565963,prompt_pos,stance-evaluative,stance-evaluative,neutral,84
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-566895,prompt_pos,stance-evaluative,stance-evaluative,opinionated,426
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-567597,prompt_pos,stance-evaluative,stance-evaluative,opinionated,317
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-570841,prompt_pos,stance-evaluative,stance-evaluative,opinionated,303
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-574314,prompt_pos,stance-evaluative,stance-evaluative,opinionated,448
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-57904,prompt_pos,stance-evaluative,stance-evaluative,opinionated,417
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-579325,prompt_pos,stance-evaluative,stance-evaluative,opinionated,251
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-583606,prompt_pos,non-engagement,non-engagement,opinionated,434
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-591596,prompt_pos,stance-evaluative,stance-evaluative,opinionated,438
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-594336,prompt_pos,stance-evaluative,stance-evaluative,opinionated,419
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-594939,prompt_pos,stance-evaluative,stance-evaluative,opinionated,437
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-597900,prompt_pos,stance-evaluative,stance-evaluative,neutral,405
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-598529,prompt_pos,stance-evaluative,stance-evaluative,neutral,270
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-601385,prompt_pos,stance-evaluative,stance-evaluative,opinionated,445
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-60142,prompt_pos,stance-evaluative,stance-evaluative,opinionated,359
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-604379,prompt_pos,stance-evaluative,stance-evaluative,opinionated,425
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-606016,prompt_pos,stance-evaluative,stance-evaluative,opinionated,87
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-608450,prompt_pos,stance-evaluative,stance-evaluative,opinionated,430
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-609745,prompt_pos,stance-factual,stance-factual,opinionated,388
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-609998,prompt_pos,stance-evaluative,stance-evaluative,opinionated,266
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-610726,prompt_pos,stance-factual,stance-factual,neutral,124
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-611680,prompt_pos,stance-evaluative,stance-evaluative,opinionated,295
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-612923,prompt_pos,stance-evaluative,stance-evaluative,neutral,333
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-613959,prompt_pos,stance-factual,stance-factual,opinionated,41
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-614224,prompt_pos,stance-evaluative,stance-evaluative,opinionated,71
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-61943,prompt_pos,stance-evaluative,stance-evaluative,opinionated,438
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-62227,prompt_pos,stance-evaluative,stance-evaluative,opinionated,428
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-631926,prompt_pos,stance-evaluative,stance-evaluative,opinionated,234
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-632326,prompt_pos,stance-evaluative,stance-evaluative,opinionated,112
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-634774,prompt_pos,stance-factual,stance-factual,neutral,364
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-71773,prompt_pos,stance-evaluative,stance-evaluative,opinionated,443
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-7315,prompt_pos,stance-evaluative,stance-evaluative,opinionated,357
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-75097,prompt_pos,stance-factual,stance-factual,neutral,358
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-75580,prompt_pos,stance-evaluative,stance-evaluative,opinionated,363
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-76239,prompt_pos,stance-evaluative,stance-evaluative,opinionated,287
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-82509,prompt_pos,stance-evaluative,stance-evaluative,opinionated,187
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-86363,prompt_pos,stance-evaluative,stance-evaluative,opinionated,204
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-8855,prompt_pos,stance-evaluative,stance-evaluative,opinionated,426
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-96199,prompt_pos,stance-factual,stance-factual,opinionated,349
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-103722,steered_neg,soft-refusal,soft-refusal,neutral,86
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-104567,steered_neg,soft-refusal,soft-refusal,neutral,111
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-10693,steered_neg,soft-refusal,soft-refusal,neutral,75
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-114786,steered_neg,soft-refusal,soft-refusal,neutral,298
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-116340,steered_neg,soft-refusal,soft-refusal,neutral,107
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-124301,steered_neg,soft-refusal,soft-refusal,neutral,108
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-130025,steered_neg,soft-refusal,soft-refusal,neutral,174
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-132182,steered_neg,stance-evaluative,stance-evaluative,opinionated,39
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-13380,steered_neg,stance-factual,stance-factual,neutral,381
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-133847,steered_neg,non-engagement,non-engagement,neutral,63
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-133858,steered_neg,soft-refusal,soft-refusal,neutral,112
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-134785,steered_neg,soft-refusal,soft-refusal,neutral,362
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-144658,steered_neg,hard-refusal,hard-refusal,opinionated,119
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-148396,steered_neg,incoherent,ignored,neutral,424
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-153970,steered_neg,soft-refusal,soft-refusal,neutral,136
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-155128,steered_neg,stance-evaluative,stance-evaluative,neutral,185
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-157326,steered_neg,soft-refusal,soft-refusal,neutral,176
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-160362,steered_neg,non-engagement,non-engagement,neutral,131
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-161255,steered_neg,stance-evaluative,stance-evaluative,neutral,218
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-169935,steered_neg,soft-refusal,soft-refusal,neutral,97
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-175920,steered_neg,soft-refusal,soft-refusal,neutral,119
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-176059,steered_neg,non-engagement,non-engagement,neutral,97
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-193714,steered_neg,soft-refusal,soft-refusal,neutral,108
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-193885,steered_neg,incoherent,ignored,neutral,174
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-194644,steered_neg,incoherent,ignored,neutral,482
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-194934,steered_neg,soft-refusal,soft-refusal,neutral,128
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-19539,steered_neg,soft-refusal,soft-refusal,neutral,306
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-195853,steered_neg,soft-refusal,soft-refusal,neutral,164
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-198663,steered_neg,stance-evaluative,stance-evaluative,neutral,73
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-198788,steered_neg,soft-refusal,soft-refusal,neutral,94
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-199040,steered_neg,soft-refusal,soft-refusal,neutral,91
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-199979,steered_neg,soft-refusal,soft-refusal,neutral,181
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-203626,steered_neg,incoherent,ignored,neutral,460
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-205406,steered_neg,non-engagement,non-engagement,neutral,301
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-220242,steered_neg,stance-evaluative,stance-evaluative,neutral,126
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-225027,steered_neg,stance-evaluative,stance-evaluative,neutral,125
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-234820,steered_neg,non-engagement,non-engagement,neutral,89
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-24133,steered_neg,non-engagement,non-engagement,neutral,428
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-243482,steered_neg,incoherent,ignored,opinionated,453
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-245958,steered_neg,incoherent,ignored,neutral,259
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-24672,steered_neg,soft-refusal,soft-refusal,neutral,128
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-249036,steered_neg,stance-evaluative,stance-evaluative,neutral,159
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-249766,steered_neg,soft-refusal,soft-refusal,neutral,229
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-253224,steered_neg,soft-refusal,soft-refusal,neutral,123
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-25351,steered_neg,meta-comment,ignored,neutral,133
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-258095,steered_neg,meta-comment,ignored,neutral,90
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-258329,steered_neg,stance-evaluative,stance-evaluative,neutral,77
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-263840,steered_neg,incoherent,ignored,neutral,388
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-265924,steered_neg,unclassifiable,ignored,neutral,381
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-273875,steered_neg,stance-evaluative,stance-evaluative,neutral,164
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-27409,steered_neg,soft-refusal,soft-refusal,neutral,102
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-278436,steered_neg,non-engagement,non-engagement,neutral,333
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-28299,steered_neg,soft-refusal,soft-refusal,neutral,70
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-283916,steered_neg,soft-refusal,soft-refusal,neutral,319
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-286724,steered_neg,soft-refusal,soft-refusal,neutral,99
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-289722,steered_neg,stance-evaluative,stance-evaluative,neutral,92
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-291217,steered_neg,non-engagement,non-engagement,neutral,105
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-292353,steered_neg,soft-refusal,soft-refusal,neutral,100
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-295825,steered_neg,incoherent,ignored,neutral,376
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-295832,steered_neg,soft-refusal,soft-refusal,neutral,133
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-295888,steered_neg,meta-comment,ignored,neutral,162
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-296546,steered_neg,meta-comment,ignored,neutral,113
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-298790,steered_neg,soft-refusal,soft-refusal,neutral,99
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-301402,steered_neg,non-engagement,non-engagement,neutral,103
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-30179,steered_neg,stance-evaluative,stance-evaluative,neutral,423
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-302662,steered_neg,soft-refusal,soft-refusal,neutral,119
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-303525,steered_neg,stance-factual,stance-factual,neutral,97
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-306662,steered_neg,incoherent,ignored,neutral,442
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-312729,steered_neg,incoherent,ignored,neutral,459
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-314368,steered_neg,stance-factual,stance-factual,neutral,398
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-314991,steered_neg,soft-refusal,soft-refusal,neutral,104
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-328370,steered_neg,non-engagement,non-engagement,neutral,237
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-333381,steered_neg,soft-refusal,soft-refusal,neutral,98
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-339228,steered_neg,soft-refusal,soft-refusal,neutral,108
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-347246,steered_neg,stance-evaluative,stance-evaluative,neutral,183
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-348827,steered_neg,soft-refusal,soft-refusal,neutral,59
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-35240,steered_neg,stance-evaluative,stance-evaluative,neutral,176
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-354662,steered_neg,soft-refusal,soft-refusal,neutral,89
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-354968,steered_neg,soft-refusal,soft-refusal,neutral,91
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-356895,steered_neg,non-engagement,non-engagement,neutral,148
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-358159,steered_neg,incoherent,ignored,neutral,453
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-359302,steered_neg,stance-evaluative,stance-evaluative,neutral,263
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-361285,steered_neg,non-engagement,non-engagement,neutral,52
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-364345,steered_neg,non-engagement,non-engagement,neutral,121
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-364784,steered_neg,soft-refusal,soft-refusal,neutral,150
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-36734,steered_neg,incoherent,ignored,neutral,430
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-368130,steered_neg,stance-evaluative,stance-evaluative,neutral,212
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-368369,steered_neg,non-engagement,non-engagement,neutral,83
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-369558,steered_neg,soft-refusal,soft-refusal,neutral,79
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-370658,steered_neg,soft-refusal,soft-refusal,neutral,181
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-371868,steered_neg,non-engagement,non-engagement,neutral,108
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-373694,steered_neg,soft-refusal,soft-refusal,neutral,125
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-374359,steered_neg,soft-refusal,soft-refusal,neutral,102
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-375196,steered_neg,non-engagement,non-engagement,neutral,74
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-375308,steered_neg,stance-factual,stance-factual,neutral,237
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-377767,steered_neg,incoherent,ignored,neutral,347
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-378853,steered_neg,soft-refusal,soft-refusal,neutral,132
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-382202,steered_neg,soft-refusal,soft-refusal,neutral,121
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-383960,steered_neg,meta-comment,ignored,neutral,165
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-385637,steered_neg,non-engagement,non-engagement,neutral,448
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-386525,steered_neg,stance-evaluative,stance-evaluative,opinionated,123
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-387918,steered_neg,non-engagement,non-engagement,neutral,163
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-388605,steered_neg,stance-factual,stance-factual,neutral,365
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-390672,steered_neg,stance-evaluative,stance-evaluative,neutral,140
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-394849,steered_neg,soft-refusal,soft-refusal,neutral,227
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-395138,steered_neg,incoherent,ignored,neutral,423
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-396757,steered_neg,soft-refusal,soft-refusal,neutral,84
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-401738,steered_neg,soft-refusal,soft-refusal,neutral,111
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-404062,steered_neg,soft-refusal,soft-refusal,neutral,154
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-408789,steered_neg,non-engagement,non-engagement,neutral,115
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-409224,steered_neg,soft-refusal,soft-refusal,neutral,74
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-413527,steered_neg,meta-comment,ignored,neutral,96
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-417246,steered_neg,stance-factual,stance-factual,neutral,413
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-426506,steered_neg,stance-evaluative,stance-evaluative,opinionated,103
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-429961,steered_neg,stance-factual,stance-factual,neutral,345
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-433897,steered_neg,non-engagement,non-engagement,neutral,256
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-434633,steered_neg,soft-refusal,soft-refusal,neutral,169
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-435000,steered_neg,non-engagement,non-engagement,neutral,470
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-437647,steered_neg,soft-refusal,soft-refusal,neutral,103
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-438434,steered_neg,stance-factual,stance-factual,neutral,342
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-440301,steered_neg,soft-refusal,soft-refusal,neutral,163
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-443402,steered_neg,non-engagement,non-engagement,neutral,464
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-453827,steered_neg,soft-refusal,soft-refusal,neutral,142
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-458503,steered_neg,soft-refusal,soft-refusal,neutral,125
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-460538,steered_neg,soft-refusal,soft-refusal,neutral,124
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-463850,steered_neg,incoherent,ignored,neutral,355
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-467113,steered_neg,soft-refusal,soft-refusal,neutral,141
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-471632,steered_neg,soft-refusal,soft-refusal,neutral,261
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-473106,steered_neg,non-engagement,non-engagement,opinionated,88
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-478381,steered_neg,soft-refusal,soft-refusal,neutral,99
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-480919,steered_neg,non-engagement,non-engagement,neutral,112
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-482375,steered_neg,soft-refusal,soft-refusal,neutral,104
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-485225,steered_neg,soft-refusal,soft-refusal,neutral,119
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-486783,steered_neg,non-engagement,non-engagement,neutral,389
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-489503,steered_neg,soft-refusal,soft-refusal,neutral,107
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-48996,steered_neg,soft-refusal,soft-refusal,neutral,72
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-49509,steered_neg,soft-refusal,soft-refusal,neutral,77
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-498994,steered_neg,soft-refusal,soft-refusal,neutral,356
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-503748,steered_neg,unclassifiable,ignored,neutral,199
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-513365,steered_neg,incoherent,ignored,neutral,476
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-515381,steered_neg,soft-refusal,soft-refusal,neutral,61
20260926-090514_laneA_exp1_prompt_vs_steer_issuebench_qwen3-8b,issuebench-sample-516207,steered_neg,incoherent,ignored,neutral,386
